guninenu,G U N I N E N U,guninenu,,,,,
gúninu,G UH N I N U,guqninu,,,,,
gunínu   ,G U N IH N U              ,guniqnu,,,,,
gúniru',G UH N I R UH,guqniruqq,,,,,
gunite',G U N I T EH,guniteqq,,,,,
guniti,G U N I T I,guniti,,,,,
gunitilú,G U N I T I L UH,gunitiluq,,,,,
gunítilu',G U N IH T I L UH,guniqtiluqq,,,,,
gunitilúcabe,G U N I T I L UH K A B E,gunitiluqcabe,,,,,
gunitilulu',G U N I T I L U L UH,gunitiluluqq,,,,,
gunitilutu,G U N I T I L U T U,gunitilutu,,,,,
gunítitu                 ,G U N IH T I T U            ,guniqtitu,,,,,
gúnitu,G UH N I T U,guqnitu,,,,,
gunna,G U NL A,gunna,,,,,
gunna',G U NL AH,gunnaqq,,,,,
gúnnabe,G UH NL A B E,guqnnabe,,,,,
gúnnacabe,G UH NL A K A B E,guqnnacabe,,,,,
gúnnadu,G UH NL A D U,guqnnadu,,,,,
gunnatu ,G U NL A T U              ,gunnatu,,,,,
gunnaxhi,G U NL A XH I,gunnaxhi,,,,,
gunnaxhiee',G U NL A XH I EEH,gunnaxhieeqq,,,,,
gunnaxhii,G U NL A XH IIH,gunnaxhii,,,,,
gunnaxhiibe,G U NL A XH IIH B E,gunnaxhiibe,,,,,
gunnaxhiica',G U NL A XH IIH K AH,gunnaxhiicaqq,,,,,
gunnaxhiilu',G U NL A XH IIH L UH,gunnaxhiiluqq,,,,,
gunnaxhiinu,G U NL A XH IIH N U,gunnaxhiinu,,,,,
gunu,G U N U,gunu,,,,,
gunzenda,G U N Z E N D A,gunzenda,,,,,
gupa,G U P A,gupa,,,,,
gupa',G U P AH,gupaqq,,,,,
gúpabe,G UH P A B E,guqpabe,,,,,
gúpaca',G UH P A K AH,guqpacaqq,,,,,
gúpacabe,G UH P A K A B E,guqpacabe,,,,,
gúpadu,G UH P A D U,guqpadu,,,,,
gúpalu',G UH P A L UH,guqpaluqq,,,,,
gupame,G U P A M E,gupame,,,,,
gúpatu,G UH P A T U,guqpatu,,,,,
guquiichi',G U K IIH CH IH,gukiichiqq,,,,,
guquiidi',G U K IIH D IH,gukiidiqq,,,,,
guquxe,G U K X E,gukxe,,,,,
gureza,G U R E Z A,gureza,,,,,
guri,G U R I,guri,,,,,
gurí,G U R IH,guriq,,,,,
guriá,G U R I AH,guriaq,,,,,
guribe,G U R I B E,guribe,,,,,
gurica',G U R I K AH,guricaqq,,,,,
gurícabe,G U R IH K A B E,guriqcabe,,,,,
guridu,G U R I D U,guridu,,,,,
guriee',G U R I EEH,gurieeqq,,,,,
gurienia',G U R I E N I AH,gurieniaqq,,,,,
guriné,G U R I N EH,gurineq,,,,,
gurinebe,G U R I N E B E,gurinebe,,,,,
gurisaca',G U R I S A K AH,gurisacaqq,,,,,
gurísibe,G U R IH S I B E,guriqsibe,,,,,
gurrion,G U RF I O N,gurrion,,,,,
gusá'bica',G U S AH B I K AH,gusaqqqbicaqq,,,,,
gusá'binu,G U S AH B I N U,gusaqqqbinu,,,,,
gusaa,G U S AAH,gusaa,,,,,
gusaabe,G U S AAH B E,gusaabe,,,,,
gusaacabe,G U S AAH K A B E,gusaacabe,,,,,
gusaalu',G U S AAH L UH,gusaaluqq,,,,,
gusaana,G U S AAH N A,gusaana,,,,,
gusaana',G U S AAH N AH,gusaanaqq,,,,,
gusaanaca',G U S AAH N A K AH,gusaanacaqq,,,,,
gusaanadu,G U S AAH N A D U,gusaanadu,,,,,
gusaanalu',G U S AAH N A L UH,gusaanaluqq,,,,,
gusaananu,G U S AAH N A N U,gusaananu,,,,,
gusaanatu,G U S AAH N A T U,gusaanatu,,,,,
gusaanu,G U S AAH N U,gusaanu,,,,,
gusaba,G U S A B A,gusaba,,,,,
gusábaca',G U S AH B A K AH,gusaqbacaqq,,,,,
gusábacabe,G U S AH B A K A B E,gusaqbacabe,,,,,
gusábacani,G U S AH B A K A N I,gusaqbacani,,,,,
gusani,G U S A N I,gusani,,,,,
gusé'ca,G U S EH K A,guseqqqca,,,,,
gusé'ndadu,G U S EH N D A D U,guseqqqndadu,,,,,
guseegu',G U S EEH G UH,guseeguqq,,,,,
guseegucabe,G U S EEH G U K A B E,guseegucabe,,,,,
guseegulu',G U S EEH G U L UH,guseeguluqq,,,,,
guseenda,G U S EEH N D A,guseenda,,,,,
guseenda',G U S EEH N D AH,guseendaqq,,,,,
guseendabe,G U S EEH N D A B E,guseendabe,,,,,
guseendaca',G U S EEH N D A K AH,guseendacaqq,,,,,
guseendacaabe,G U S EEH N D A K AAH B E,guseendacaabe,,,,,
guseendacabe,G U S EEH N D A K A B E,guseendacabe,,,,,
guseendalu',G U S EEH N D A L UH,guseendaluqq,,,,,
guseguyoocabe,G U S E G U Y OOH K A B E,guseguyoocabe,,,,,
gusendacaalu',G U S E N D A K AAH L UH,gusendacaaluqq,,,,,
gusendanu,G U S E N D A N U,gusendanu,,,,,
gusi,G U S I,gusi,,,,,
gusí'didu,G U S IH D I D U,gusiqqqdidu,,,,,
gusí'dinu,G U S IH D I N U,gusiqqqdinu,,,,,
gusiá,G U S I AH,gusiaq,,,,,
gusiaanda',G U S I AAH N D AH,gusiaandaqq,,,,,
gusiaani',G U S I AAH N IH,gusiaaniqq,,,,,
gusianda,G U S I A N D A,gusianda,,,,,
gusianda',G U S I A N D AH,gusiandaqq,,,,,
gusiándabe,G U S I AH N D A B E,gusiaqndabe,,,,,
gusiándaca',G U S I AH N D A K AH,gusiaqndacaqq,,,,,
gusiándacabe,G U S I AH N D A K A B E,gusiaqndacabe,,,,,
gusiándalu',G U S I AH N D A L UH,gusiaqndaluqq,,,,,
gusiándatu,G U S I AH N D A T U,gusiaqndatu,,,,,
gusianu,G U S I A N U,gusianu,,,,,
gusibani,G U S I B A N I,gusibani,,,,,
gusibánibe,G U S I B AH N I B E,gusibaqnibe,,,,,
gúsibe,G UH S I B E,guqsibe,,,,,
gúsica',G UH S I K AH,guqsicaqq,,,,,
gúsidu,G UH S I D U ,guqsidu,,,,,
gusieche',G U S I E CH EH,gusiecheqq,,,,,
gusiene,G U S I E N E,gusiene,,,,,
gusiene',G U S I E N EH,gusieneqq,,,,,
gusiénebe,G U S I EH N E B E,gusieqnebe,,,,,
gusiénedu,G U S I EH N E D U,gusieqnedu,,,,,
gusiénenu,G U S I EH N E N U,gusieqnenu,,,,,
gusietenala'dxe',G U S I E T E N A L AH DX EH,gusietenalaqqdxeqq,,,,,
gusiga'de',G U S I G AH D EH,gusigaqqdeqq,,,,,
gusiga'de'nu,G U S I G AH D EH N U,gusigaqqdeqqnu,,,,,
gusigaadenu,G U S I G AAH D E N U,gusigaadenu,,,,,
gusiguii,G U S I G IIH,gusiguii,,,,,
gusiguiibe,G U S I G IIH B E,gusiguiibe,,,,,
gusiguiicabe,G U S I G IIH K A B E,gusiguiicabe,,,,,
gusiguiilu',G U S I G IIH L UH,gusiguiiluqq,,,,,
gusiguiinu,G U S I G IIH N U,gusiguiinu,,,,,
gusihuinne',G U S I U I NL EH,gusihuinneqq,,,,,
gusihuinni,G U S I U I NL I,gusihuinni,,,,,
gusihuínnibe,G U S I U IH NL I B E,gusihuiqnnibe,,,,,
gusihuínnicabe,G U S I U IH NL I K A B E,gusihuiqnnicabe,,,,,
gusihuínnidu,G U S I U IH NL I D U,gusihuiqnnidu,,,,,
gusihuínninu,G U S I U IH NL I N U,gusihuiqnninu,,,,,
gusihuínnitu,G U S I U IH NL I T U,gusihuiqnnitu,,,,,
gusiide',G U S IIH D EH,gusiideqq,,,,,
gusiidi',G U S IIH D IH,gusiidiqq,,,,,
gusiidibe,G U S IIH D I B E,gusiidibe,,,,,
gusiidica',G U S IIH D I K AH,gusiidicaqq,,,,,
gusiidicabe,G U S IIH D I K A B E,gusiidicabe,,,,,
gusiidilu',G U S IIH D I L UH,gusiidiluqq,,,,,
gusiiditu,G U S IIH D I T U,gusiiditu,,,,,
gúsilu',G UH S I L UH,guqsiluqq,,,,,
gusirá,G U S I R AH,gusiraq,,,,,
gusiralu',G U S I R A L UH,gusiraluqq,,,,,
gusisaca,G U S I S A K A,gusisaca,,,,,
gusisaca',G U S I S A K AH,gusisacaqq,,,,,
gusisácaca',G U S I S AH K A K AH,gusisaqcacaqq,,,,,
gusisácacabe,G U S I S AH K A K A B E,gusisaqcacabe,,,,,
gusisácalu',G U S I S AH K A L UH,gusisaqcaluqq,,,,,
gusisácanu,G U S I S AH K A N U,gusisaqcanu,,,,,
gusisácatu,G U S I S AH K A T U,gusisaqcatu,,,,,
gusituee',G U S I T U EEH,gusitueeqq,,,,,
gusituí,G U S I T U IH,gusituiq,,,,,
gusituitu,G U S I T U I T U,gusituitu,,,,,
gustavo,G U S T A B O,gustavo,,,,,
gusuguá,G U S U G U AH,gusuguaq,,,,,
gusuí',G U S U IH,gusuiqqq,,,,,
gusui'tu,G U S U IH T U,gusuiqqtu,,,,,
gusúnisaa,G U S UH N I S AAH,gusuqnisaa,,,,,
guta,G U T A,guta,,,,,
guta',G U T AH,gutaqq,,,,,
gútabe,G UH T A B E,guqtabe,,,,,
gutadxí,G U T A DX IH,gutadxiq,,,,,
gutagudaa,G U T A G U D AAH,gutagudaa,,,,,
gutagudaabe,G U T A G U D AAH B E,gutagudaabe,,,,,
gutale,G U T A L E,gutale,,,,,
gutáletu,G U T AH L E T U,gutaqletu,,,,,
gutaná,G U T A N AH,gutanaq,,,,,
gute,G U T E,gute,,,,,
gute',G U T EH,guteqq,,,,,
guti,G U T I,guti,,,,,
guti',G U T IH,gutiqq,,,,,
gutí'didu,G U T IH D I D U,gutiqqqdidu,,,,,
gutí'dinu,G U T IH D I N U,gutiqqqdinu,,,,,
gútibe,G UH T I B E,guqtibe,,,,,
gútica',G UH T I K AH,guqticaqq,,,,,
gúticabe,G UH T I K A B E,guqticabe,,,,,
gúticame,G UH T I K A M E,guqticame,,,,,
gutiidi',G U T IIH D IH,gutiidiqq,,,,,
gutiidica',G U T IIH D I K AH,gutiidicaqq,,,,,
gutiidilu',G U T IIH D I L UH,gutiidiluqq,,,,,
gutiiditu,G U T IIH D I T U,gutiiditu,,,,,
gutiiñetu,G U T IIH GN E T U,gutiinwetu,,,,,
gutiixhi,G U T IIH XH I,gutiixhi,,,,,
gútilu',G UH T I L UH,guqtiluqq,,,,,
gutinde,G U T I N D E,gutinde,,,,,
gutinenu,G U T I N E N U,gutinenu,,,,,
gútinu,G UH T I N U,guqtinu,,,,,
gutiqui,G U T I K I,gutiki,,,,,
gútitu,G UH T I T U,guqtitu,,,,,
gutixhiee'cabe,G U T I XH I EEH K A B E,gutixhieeqqcabe,,,,,
gutoo,G U T OOH,gutoo,,,,,
gutopa,G U T O P A,gutopa,,,,,
gutópabe,G U T OH P A B E,gutoqpabe,,,,,
gutópaca',G U T OH P A K AH,gutoqpacaqq,,,,,
gutópatu,G U T OH P A T U,gutoqpatu,,,,,
gutoyani,G U T O Y A N I,gutoyani,,,,,
gutu,G U T U,gutu,,,,,
gutuñeedu,G U T U GN EEH D U,gutunweedu,,,,,
gutuuba',G U T UUH B AH,gutuubaqq,,,,,
guucani,G UUH K A N I,guucani,,,,,
guuguhuiini',G UUH G U U IIH N IH,guuguhuiiniqq,,,,,
guuna',G UUH N AH,guunaqq,,,,,
guunda',G UUH N D AH,guundaqq,,,,,
guunica',G UUH N I K AH,guunicaqq,,,,,
guunicabe,G UUH N I K A B E,guunicabe,,,,,
guusana,G UUH S A N A,guusana,,,,,
guute',G UUH T EH,guuteqq,,,,,
guuti,G UUH T I,guuti,,,,,
guutica',G UUH T I K AH,guuticaqq,,,,,
guuticabe,G UUH T I K A B E,guuticabe,,,,,
guutidu,G UUH T I D U,guutidu,,,,,
guutilu',G UUH T I L UH,guutiluqq,,,,,
guutinu,G UUH T I N U,guutinu,,,,,
guutitu,G UUH T I T U,guutitu,,,,,
guuya,G UUH Y A,guuya,,,,,
guuya',G UUH Y AH,guuyaqq,,,,,
guuya'be',G UUH Y AH B EH,guuyaqqbeqq,,,,,
guuyacabe,G UUH Y A K A B E,guuyacabe,,,,,
guuye',G UUH Y EH,guuyeqq,,,,,
guuyu',G UUH Y UH,guuyuqq,,,,,
guuzé,G UUH Z EH,guuzeq,,,,,
guuze',G UUH Z EH,guuzeqq,,,,,
guxha,G U XH A,guxha,,,,,
gúxhaca',G UH XH A K AH,guqxhacaqq,,,,,
guxhatañee',G U XH A T A GN EEH,guxhatanweeqq,,,,,
guxhatañeetu,G U XH A T A GN EEH T U,guxhatanweetu,,,,,
gúxhatu,G UH XH A T U,guqxhatu,,,,,
guxhegue',G U XH E G EH,guxhegueqq,,,,,
guxhéguelu',G U XH EH G E L UH,guxheqgueluqq,,,,,
guxhéguetu,G U XH EH G E T U,guxheqguetu,,,,,
guxhele',G U XH E L EH,guxheleqq,,,,,
guxhélebe,G U XH EH L E B E,guxheqlebe,,,,,
guxhéleca',G U XH EH L E K AH,guxheqlecaqq,,,,,
guxhelehuiini',G U XH E L E U IIH N IH,guxhelehuiiniqq,,,,,
guxhélelu',G U XH EH L E L UH,guxheqleluqq,,,,,
guxhiá,G U XH I AH,guxhiaq,,,,,
guxhiaya',G U XH I A Y AH,guxhiayaqq,,,,,
guxhidxi,G U XH I DX I,guxhidxi,,,,,
guxhídxica',G U XH IH DX I K AH,guxhiqdxicaqq,,,,,
guxhidxiná',G U XH I DX I N AH,guxhidxinaqqq,,,,,
guxhidxinabe,G U XH I DX I N A B E,guxhidxinabe,,,,,
guxhidxineenu,G U XH I DX I N EEH N U,guxhidxineenu,,,,,
guxhidxinu,G U XH I DX I N U,guxhidxinu,,,,,
guxhidxu,G U XH I DX U,guxhidxu,,,,,
guxhiee',G U XH I EEH,guxhieeqq,,,,,
guxhu,G U XH U,guxhu,,,,,
guxidxi,G U X I DX I,guxidxi,,,,,
guxooñe',G U X OOH GN EH,guxoonweqq,,,,,
guxooñebe,G U X OOH GN E B E,guxoonwebe,,,,,
guxooñeca',G U X OOH GN E K AH,guxoonwecaqq,,,,,
guxooñelutu,G U X OOH GN E L U T U,guxoonwelutu,,,,,
guxooñetu,G U X OOH GN E T U,guxoonwetu,,,,,
guxubi,G U X U B I,guxubi,,,,,
guxúbibe,G U X UH B I B E,guxuqbibe,,,,,
guxubiyú,G U X U B I Y UH,guxubiyuq,,,,,
guxubiyuca',G U X U B I Y U K AH,guxubiyucaqq,,,,,
guxubiyúcabe,G U X U B I Y UH K A B E,guxubiyuqcabe,,,,,
guxudxi,G U X U DX I,guxudxi,,,,,
guxuuxecabe,G U X UUH X E K A B E,guxuuxecabe,,,,,
guxuuxecame,G U X UUH X E K A M E,guxuuxecame,,,,,
guyá',G U Y AH,guyaqqq,,,,,
guyaa,G U Y AAH,guyaa,,,,,
gúyaa,G UH Y AAH,guqyaa,,,,,
guyaa',G U Y AAH,guyaaqq,,,,,
guyaana',G U Y AAH N AH,guyaanaqq,,,,,
guyabe,G U Y A B E,guyabe,,,,,
guyaca',G Y A K AH,guyacaq,,,,,
guyadxí,G U Y A DX IH,guyadxiq,,,,,
guyadxinu,G U Y A DX I N U,guyadxinu,,,,,
guyadxiú,G U Y A DX I UH,guyadxiuq,,,,,
guyagá,G U Y A G AH,guyagaq,,,,,
guye,G U Y E,guye,,,,,
guyé,G U Y EH,guyeq,,,,,
guyebe,G U Y E B E,guyebe,,,,,
guyeca',G U Y E K AH,guyecaqq,,,,,
guyecabe,G U Y E K A B E,guyecabe ,,,,,
guyécabe,G U Y EH K A B E,guyeqcabe,,,,,
guyelu',G U Y E L UH,guyeluqq,,,,,
guyetu,G U Y E T U,guyetu,,,,,
guyeu,G U Y E U,guyeu,,,,,
guyu'du,G U Y UH D U,guyuqqdu,,,,,
guyú'dxidu,G U Y UH DX I D U,guyuqqqdxidu,,,,,
guyuá',G U Y U AH,guyuaqqq,,,,,
guyua'be,G U Y U AH B E,guyuaqqbe,,,,,
guyuaa',G U Y U AAH,guyuaaqq,,,,,
guyuaaniá',G U Y U AAH N I AH,guyuaaniaqqq,,,,,
guyubi,G U Y U B I,guyubi,,,,,
guyúbibe,G U Y UH B I B E,guyuqbibe,,,,,
guyúbica',G U Y UH B I K AH,guyuqbicaqq,,,,,
guyubidinu',G U Y U B I D I N UH,guyubidinuqq,,,,,
guyúbilu',G U Y UH B I L UH,guyuqbiluqq,,,,,
guyubinu',G U Y U B I N UH,guyubinuqq,,,,,
guyúbitu,G U Y UH B I T U,guyuqbitu,,,,,
guyuu,G U Y UUH,guyuu,,,,,
guyuube,G U Y UUH B E,guyuube,,,,,
guyuubí,G U Y UUH B IH,guyuubiq,,,,,
guyuubuni,G U Y UUH B U N I,guyuubuni,,,,,
guyuuca',G U Y UUH K AH,guyuucaqq,,,,,
guyuucabe,G U Y UUH K A B E,guyuucabe,,,,,
guyuudu,G U Y UUH D U,guyuudu,,,,,
guyuudxí,G U Y UUH DX IH,guyuudxiq,,,,,
guyuula'dxi',G U Y UUH L AH DX IH,guyuulaqqdxiqq,,,,,
guyuuladxe',G U Y UUH L A DX EH,guyuuladxeqq,,,,,
guyuume,G U Y UUH M E,guyuume,,,,,
guyuunisa,G U Y UUH N I S A,guyuunisa,,,,,
guyuunísabe,G U Y UUH N IH S A B E,guyuuniqsabe,,,,,
guyuunísaca',G U Y UUH N IH S A K AH,guyuuniqsacaqq,,,,,
guyuunísacabe,G U Y UUH N IH S A K A B E,guyuuniqsacabe,,,,,
guyuunísatu,G U Y UUH N IH S A T U,guyuuniqsatu,,,,,
guyuutu,G U Y UUH T U,guyuutu,,,,,
guzá,G U Z AH,guzaq,,,,,
guzá',G U Z AH,guzaqqq,,,,,
guzaani,G U Z AAH N I,guzaani,,,,,
guzaani',G U Z AAH N IH,guzaaniqq,,,,,
guzaanini,G U Z AAH N I N I,guzaanini,,,,,
guzaaqui',G U Z AAH K IH,guzaakiqq,,,,,
guzaaquibe,G U Z AAH K I B E,guzaakibe,,,,,
guzabe,G U Z A B E,guzabe,,,,,
guzaca,G U Z A K A,guzaca,,,,,
guzácabe,G U Z AH K A B E,guzaqcabe,,,,,
guzadu,G U Z A D U,guzadu,,,,,
guzananda,G U Z A N A N D A,guzananda,,,,,
guzanándacabe,G U Z A N AH N D A K A B E,guzanaqndacabe,,,,,
guzané,G U Z A N EH,guzaneq,,,,,
guzanebe,G U Z A N E B E,guzanebe,,,,,
guzaniru,G U Z A N I R U,guzaniru,,,,,
guzanírudu,G U Z A N IH R U D U,guzaniqrudu,,,,,
guzaréndatu,G U Z A R EH N D A T U,guzareqndatu,,,,,
guzaru',G U Z A R UH,guzaruqq,,,,,
guzatu,G U Z A T U,guzatu,,,,,
guzayananda',G U Z A Y A N A N D AH,guzayanandaqq,,,,,
guze,G U Z E,guze,,,,,
guzé'tenu,G U Z EH T E N U,guzeqqqtenu,,,,,
guzeca,G U Z E K A,guzeca,,,,,
guzeete',G U Z EEH T EH,guzeeteqq,,,,,
guzeeteca',G U Z EEH T E K AH,guzeetecaqq,,,,,
guzí',G U Z IH,guziqqq,,,,,
guzi'be,G U Z IH B E,guziqqbe,,,,,
guzi'ca',G U Z IH K AH,guziqqcaqq,,,,,
guzí'cabe,G U Z IH K A B E,guziqqqcabe,,,,,
guzi'lu',G U Z IH L UH,guziqqluqq,,,,,
guzi'nécabe,G U Z IH N EH K A B E,guziqqneqcabe,,,,,
guziee',G U Z I EEH,guzieeqq,,,,,
guzú'badu,G U Z UH B A D U,guzuqqqbadu,,,,,
guzugaa,G U Z U G AAH,guzugaa,,,,,
guzuguaa,G U Z U G U AAH,guzuguaa,,,,,
guzuhua'nu,G U Z U U AH N U,guzuhuaqqnu,,,,,
guzuhuaa,G U Z U U AAH,guzuhuaa,,,,,
guzuhuaabe,G U Z U U AAH B E,guzuhuaabe,,,,,
guzuhuaaca',G U Z U U AAH K AH,guzuhuaacaqq,,,,,
guzuhuaacabe,G U Z U U AAH K A B E,guzuhuaacabe,,,,,
guzuhuaalu',G U Z U U AAH L UH,guzuhuaaluqq,,,,,
guzuhuaatu,G U Z U U AAH T U,guzuhuaatu,,,,,
guzulú,G U Z U L UH,guzuluq,,,,,
guzuludu,G U Z U L U D U,guzuludu,,,,,
guzuuba',G U Z UUH B AH,guzuubaqq,,,,,
guzuubaca',G U Z UUH B A K AH,guzuubacaqq,,,,,
guzuubacabe,G U Z UUH B A K A B E,guzuubacabe,,,,,
guzuubatu,G U Z UUH B A T U,guzuubatu,,,,,
guzuxibi,G U Z U X I B I,guzuxibi,,,,,
guzuxíbica',G U Z U X IH B I K AH,guzuxiqbicaqq,,,,,
guzuxíbilu',G U Z U X IH B I L UH,guzuxiqbiluqq,,,,,
habilidad,H A B I L I D A D,habilidad,,,,,
hageo,H A G E O,hageo,,,,,
hambre,H A M B R E,hambre,,,,,
hamor,H A M O R,hamor,,,,,
hana,H A N A,hana,,,,,
harán,H A R AH N,haraqn,,,,,
harina,H A R I N A,harina,,,,,
hasta,H A S T A,hasta,,,,,
hay,H A Y,hay,,,,,
hebreu,H E B R E U,hebreu,,,,,
hector,H E K T O R,hector,,,,,
heredarca',H E R E D A R K AH,heredarcaqq,,,,,
herederu,H E R E D E R U,herederu,,,,,
herencia,H E R E N S I A,herencia,,,,,
herida,H E R I D A,herida,,,,,
heridu,H E R I D U,heridu,,,,,
herir,H E R I R,herir,,,,,
hermana,H E R M A N A,hermana,,,,,
hermanu,H E R M A N U,hermanu,,,,,
hermas,H E R M A S,hermas,,,,,
hermes,H E R M E S,hermes,,,,,
herminio,H E R M I N I O,herminio,,,,,
hernan,H E R N A N,hernan,,,,,
hernandez,H E R N A N D E Z,hernandez,,,,,
herodes,H E R O D E S,herodes,,,,,
herodías,H E R O D IH A S,herodiqas,,,,,
herodión,H E R O D I OH N,herodioqn,,,,,
heroica,H E R O I K A,heroica,,,,,
hezrón,H E Z R OH N,hezroqn,,,,,
hidxagatu,H I DX A G A T U,hidxagatu,,,,,
hipócrita,H I P OH K R I T A,hipoqcrita,,,,,
hisopo,H I S O P O,hisopo,,,,,
historia,H I S T O R I A,historia,,,,,
hombre,H O M B R E,hombre,,,,,
hombrehuiini',H O M B R E U IIH N IH,hombrehuiiniqq,,,,,
honra,H O N R A,honra,,,,,
hora,H O R A,hora,,,,,
horno,H O R N O,horno,,,,,
hortensia,H O R T E N S I A,hortensia,,,,,
hospital,H O S P I T A L,hospital,,,,,
hoz,H O Z,hoz,,,,,
hua,H U A,hua,,,,,
huabee',H U A B EEH,huabeeqq,,,,,
huabee'za,H U A B EEH Z A,huabeeqqza,,,,,
huacá,H U A K AH,huacaq,,,,,
huacaadu,H U A K AAH D U,huacaadu,,,,,
huache'nu,H U A CH EH N U,huacheqqnu,,,,,
huacheenia',H U A CH EEH N I AH,huacheeniaqq,,,,,
huadide',H U A D I D EH,huadideqq,,,,,
huadii,H U A D IIH,huadii,,,,,
huadxela',H U A DX E L AH,huadxelaqq,,,,,
huadxí,H U A DX IH,huadxiq,,,,,
huadxi',H U A DX IH,huadxiqq,,,,,
huagaachi',H U A G AAH CH IH,huagaachiqq,,,,,
huagui'ba',H U A G IH B AH,huaguiqqbaqq,,,,,
huaguítedu,H U A G IH T E D U,huaguiqtedu,,,,,
huaguucabe,H U A G UUH K A B E,huaguucabe,,,,,
huanábadu,H U A N AH B A D U,huanaqbadu,,,,,
huanáze,H U A N AH Z E,huanaqze,,,,,
huani'ca',H U A N IH K AH,huaniqqcaqq,,,,,
huaní'cabe,H U A N IH K A B E,huaniqqqcabe,,,,,
huaniisi,H U A N IIH S I,huaniisi,,,,,
huaniisibe,H U A N IIH S I B E,huaniisibe,,,,,
huantar,H U A N T A R,huantar,,,,,
huantarbe,H U A N T A R B E,huantarbe,,,,,
huantardu,H U A N T A R D U,huantardu,,,,,
huantarlu',H U A N T A R L UH,huantarluqq,,,,,
huantarnu,H U A N T A R N U,huantarnu,,,,,
huantartu,H U A N T A R T U,huantartu,,,,,
huaquiiñe',H U A K IIH GN EH,huakiinweqq,,,,,
huará,H U A R AH,huaraq,,,,,
huara'ya',H U A R AH Y AH,huaraqqyaqq,,,,,
huarabe,H U A R A B E,huarabe,,,,,
huaralu',H U A R A L UH,huaraluqq,,,,,
huaráme,H U A R	AH M E,huaraqme,,,,,
huasaana,H U A S AAH N A,huasaana,,,,,
huasaanabe,H U A S AAH N A B E,huasaanabe,,,,,
huasaanatu,H U A S AAH N A T U,huasaanatu,,,,,
huasarigo,H U A S A R I G O,huasarigo,,,,,
huati,H U A T I,huati,,,,,
huática',H U AH T I K AH,huaqticaqq,,,,,
huáticabe,H U AH T I K A B E,huaqticabe,,,,,
huaxa,H U A X A,huaxa,,,,,
huaxha,H U A XH A,huaxha,,,,,
huaxhinni,H U A XH I NL I,huaxhinni,,,,,
huaxié',H U A X I EH,huaxieqqq,,,,,
huayaana',H U A Y AAH N AH,huayaanaqq,,,,,
huayaananu  ,H U A Y AAH N A N U          ,huayaananu,,,,,
huayabe',H U A Y A B EH,huayabeqq,,,,,
huayábicabe,H U A Y AH B I K A B E,huayaqbicabe,,,,,
huayábidu,H U A Y AH B I D U,huayaqbidu,,,,,
huayaca,H U A Y A K A,huayaca,,,,,
huayacana'nda',H U A Y A K A N AH N D AH,huayacanaqqndaqq,,,,,
huayacané,H U A Y A K A N EH,huayacaneq,,,,,
huayácatu,H U A Y AH K A T U,huayaqcatu,,,,,
huayale,H U A Y A L E,huayale,,,,,
huayanda,H U A Y A N D A,huayanda,,,,,
huayannaxhiee',H U A Y A NL A XH I EEH,huayannaxhieeqq,,,,,
huayate',H U A Y A T EH,huayateqq,,,,,
huayati,H U A Y A T I,huayati,,,,,
huayátidu,H U A Y AH T I D U,huayaqtidu,,,,,
huayeeda,H U A Y EEH D A,huayeeda,,,,,
huayoto,H U A Y O T O,huayoto,,,,,
huayu,H U A Y U,huayu,,,,,
huayu'du,H U A Y UH D U,huayuqqdu,,,,,
huayua',H U A Y U AH,huayuaqq,,,,,
huayuicanu,H U A Y U I K A N U,huayuicanu,,,,,
huayunadiaga,H U A Y U N A D I A G A,huayunadiaga,,,,,
huayunadiaga',H U A Y U N A D I A G AH,huayunadiagaqq,,,,,
huayunadiágaca',H U A Y U N A D I AH G A K AH,huayunadiaqgacaqq,,,,,
huayunadiáganu,H U A Y U N A D I AH G A N U,huayunadiaqganu,,,,,
huayune',H U A Y U N EH,huayuneqq,,,,,
huayuni,H U A Y U N I,huayuni,,,,,
huayúnibe,H U A Y UH N I B E,huayuqnibe,,,,,
huayunibiá',H U A Y U N I B I AH,hayunibiaqqq,,,,,
huayúnica',H U A Y UH N I K AH,huayuqnicaqq,,,,,
huayúnidu,H U A Y UH N I D U,huayuqnidu,,,,,
huayúnilu',H U A Y UH N I L UH,huayuqniluqq,,,,,
huayuniná,H U A Y U N I N AH,huayuninaq,,,,,
huayuninadu,H U A Y U N I N A D U,huayuninadu,,,,,
huayúnini,H U A Y UH N I N I,huayuqnini,,,,,
huayúnitu,H U A Y UH N I T U,huayuqnitu,,,,,
huayuu,H U A Y UUH,huayuu,,,,,
huayuundatu,H U A Y UUH N D A T U,huayuundatu,,,,,
huayuunécabe,H U A Y UUH N EH K A B E,huayuuneqcabe,,,,,
huayuuti,H U A Y UUH T I,huayuuti,,,,,
huayuutibe,H U A Y UUH T I B E,huayuutibe,,,,,
huayuuya',H U A Y UUH Y AH,huayuuyaqq,,,,,
huayuuyatu,H U A Y UUH Y A T U,huayuuyatu,,,,,
huazaa'ca,H U A Z AAH K A            ,huazaaqqca ,,,,,
huazanándacabe,H U A Z A N AH N D A K A B E,huazanaqndacabe,,,,,
hucua,H U K U A,hucua,,,,,
hucuaani,H U K U AAH N I,hucuaani,,,,,
huecu,H U E K U,huecu,,,,,
hugo,H U G O,hugo,,,,,
hui',H U IH,huiqq,,,,,
